,Title,Published_date,views,likes,favoriteCount,Month
1424,Principle Component Analysis (PCA) using sklearn and python,2018-07-02,126025,2329,0,Jul
1425,PySpark Tutorial for Beginners | Apache Spark with Python -Linear Regression Algorithm,2018-06-06,35481,577,0,Jun
1426,Creating a Dataset and training an Artificial Neural Network with Keras,2018-02-25,21303,208,0,Feb
1427,Artificial Neural Network Intuition,2018-02-24,29967,193,0,Feb
1428,Create an Artifical Neural Network using Keras in 5 minutes,2018-02-22,7857,75,0,Feb
1429,Important libraries used in python Data Science- Machine Learning Tutorial with Python and R-Part 4,2017-11-26,17717,155,0,Nov
1430,Anaconda installation with Packages- Machine Learning Tutorial with Python and R-Part 3,2017-11-26,71537,323,0,Nov
1431,What is Supervised Machine Learning- Machine Learning Tutorial with Python and R-Part 2,2017-11-26,29844,350,0,Nov
1432,What is Machine Learning in Data Science- Machine Learning Tutorial with Python and R-Part 1,2017-11-25,114998,710,0,Nov
1433,Maeri unplugged by Krish and band,2014-06-01,4731,123,0,Jun
